Title,confirm,Address,phone,Price,dish,special_diet,rating,review
Nhà Hàng Hàn Quốc SSAM DAK, Đã được xác nhận,"G15 Phạm Văn Đồng, Đà Nẵng 550000 Việt Nam",+84 89 840 41 60,46.512 ₫ - 581.395 ₫,"Kiểu Hàn Quốc, Kiểu Bữa tối","Bữa nửa buổi, Đêm muộn, Đồ uống, Bữa trưa, Bữa tối","4,0 ",5 đánh giá
Quán cơm Cô chủ nhỏ, Đã được xác nhận,"227 Khuc Hao 227 Khúc Hạo, Đà Nẵng 553690 Việt Nam",+84 90 655 39 87,120.000 ₫ - 200.000 ₫,"Kiểu Việt, Kiểu Bữa tối","Bữa trưa, Bữa tối","5,0 ",2 đánh giá
Le Gia Seafood, Đã được xác nhận,"01 Pham Van Dong, Đà Nẵng Việt Nam",+84 94 134 59 95,"Hải sản, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối",Đặt chỗ,"3,5 ",12 đánh giá
Nhà Hàng Kichi-Kichi Hot Pot - Đà nẵng, Chưa được xác nhận,"496 Ngô Quyền, An Hải Bắc, Sơn Trà TTTM Vincom Center, Tầng 4, Đà Nẵng Việt Nam",+84 511 3616 357,"Kiểu Việt, Kiểu Á",Bữa tối,"Chỗ ngồi, Lối vào ra cho xe lăn","3,0 ",25 đánh giá
S'story Kafe & Kitchen, Đã được xác nhận,"16 Ba Đình Da Nang, Phuong Thach Thang - Quan Hai Chau, Đà Nẵng 550000 Việt Nam",+84 90 592 29 05,45.000 ₫ - 200.000 ₫,"Cà phê, Kiểu Hy Lạp, Cửa hàng thức ăn ngon, Quầy rượu vang, Nhà hàng bia","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Taste Burger & Pizza, Đã được xác nhận,"63 Lê Quang Đạo, Đà Nẵng 550000 Việt Nam",+84 90 582 75 77,50.000 ₫ - 200.000 ₫,"Kiểu Mỹ, Pizza","Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Ẩm thực chay Tỉnh quán, Đã được xác nhận,"số 11 Trần Nhật Duật Sơn Trà, Thọ Quang, Đà Nẵng 550000 Việt Nam",+84 236 3923 456,20.000 ₫ - 200.000 ₫,"Kiểu Việt, Tốt cho sức khỏe, Kiểu Á, Món kết hợp","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
The Noodle Houses, Chưa được xác nhận,"225 Nguyễn Văn Thoại, My An, Đà Nẵng Việt Nam",+84 98 622 28 74,"Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa","Bữa sáng, Bữa trưa, Bữa tối","Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Dịch vụ mua hàng trực tiếp trên xe, Bãi biển, Cho phép chó, Phong cách gia đình","5,0 ",1 đánh giá
"Black - Coffee, Pastry & Grill", Đã được xác nhận,"79 Hoàng Văn Thụ, Đà Nẵng Việt Nam",+84 363 437 933,46.512 ₫ - 302.326 ₫,"Cà phê, Đồ ăn nhanh, Kiểu Âu, Cửa hàng thức ăn ngon, Bản địa","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Ariel Coffee & Bar, Đã được xác nhận,"Lô 13,14 Phạm Văn Đồng An Hải Bắc, Sơn Trà, Đà Nẵng 550000 Việt Nam",+84 91 132 27 17,633.183 ₫ - 2.374.437 ₫,"Quầy bar, Đồ ăn nhanh, Kiểu Âu, Kiểu Á, Quán rượu, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","3,5 ",10 đánh giá
IZBA, Đã được xác nhận,"64/11 An Trung 8, Đà Nẵng 550000 Việt Nam",+84 126 250 1480,19 ₫ - 150 ₫,"Cà phê, Kiểu Âu, Kiểu Nga, Pizza, Kiểu Đông Âu, Kiểu Ukraina","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi","4,5 ",2 đánh giá
One Cha Chang - Mì Hàn Quốc, Chưa được xác nhận,"01 Lý Văn Tố, Quận Sơn Trà, Đà Nẵng Việt Nam",+84 511 3922 886,50.000 ₫ - 200.000 ₫,"Hải sản, Kiểu Á, Kiểu Bữa tối","Bữa trưa, Bữa tối","4,0 ",5 đánh giá
Bros Kitchen BBQ & Beer, Đã được xác nhận,"60 Nguyễn Chí Thanh, Đà Nẵng 550000 Việt Nam",+84 236 3552 627,4 ₫ - 49 ₫,"Đồ nướng, Kiểu Việt","Bữa trưa, Bữa tối, Đồ uống","3,5 ",6 đánh giá
Nhà Hàng Anchor, Đã được xác nhận,"143A Lê Lợi Hải Châu, Đà Nẵng 550000 Việt Nam",+84 236 3575 234,348.837 ₫ - 697.674 ₫,"Nhà hàng bít tết, Kiểu Âu, Quầy rượu vang, Quán bar phục vụ đồ ăn, Nhà hàng bia","Bữa trưa, Bữa tối, Đêm muộn, Đồ uống","4,0 ",6 đánh giá
Quán Nhật Bản Open Bar Rem, Chưa được xác nhận,"Lô 1 Hoàng Kế Viêm, Mỹ An, Ngũ Hành Sơn Bar Rem & Cafe Hinata-fe, Đà Nẵng Việt Nam",+84 93 486 88 70,20.000 ₫ - 260.000 ₫,"Kiểu Nhật, Kiểu Mỹ",Bữa tối,"4,5 ",2 đánh giá
Hội An Quán, Đã được xác nhận,"136 Yên Bái, Đà Nẵng Việt Nam",+84 90 571 81 92,20.000 ₫ - 50.000 ₫,"Kiểu Á, Kiểu Bữa tối","Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Bãi đỗ xe đường phố, Lối vào ra cho xe lăn, Chỉ chấp nhận tiền mặt, Wifi miễn phí","4,5 ",3 đánh giá
Kunivercity, Đã được xác nhận,"Lo A24, Khu B3-1, 2 Thang 9 Street, Đà Nẵng 550000 Việt Nam",+84 236 3787 288,100.000 ₫ - 300.000 ₫,"Kiểu Á, Kiểu Hàn Quốc","Bữa trưa, Bữa tối, Đồ uống","5,0 ",1 đánh giá
Soi79, Đã được xác nhận,"137 Đường 3/2, Đà Nẵng 550000 Việt Nam",+84 93 472 74 72,20 ₫ - 80.000 ₫,"Nhà hàng bán bia, Kiểu Á, Kiểu Thái, Cửa hàng thức ăn ngon, Thịt nướng, Quán rượu","Bữa trưa, Bữa tối, Đêm muộn, Đồ uống","3,5 ",5 đánh giá
Happy Vegan, Đã được xác nhận,"01 An Thuong 21, My An, Đà Nẵng 550000 Việt Nam",+(84)358073391,10.000 ₫ - 180.000 ₫,"Kiểu Á, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Gao Restaurant Da Nang, Đã được xác nhận,"Lô a4-a5 L, Đ. 2 Tháng 9, Bình Thuận, Hải Châu, Đà Nẵng 550000 Việt Nam",+84 56 9696 996,60.000 ₫ - 500.000 ₫,"Quầy bar, Hải sản, Quán rượu, Kiểu Việt, Quầy rượu vang, Nhà hàng bia","Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Dana Bay Seafood, Đã được xác nhận,"10 Võ Văn Kiệt, Đà Nẵng 550000 Việt Nam",+84 97 294 39 43,232.558 ₫ - 1.162.791 ₫,"Hải sản, Thịt nướng, Kiểu Địa Trung Hải, Kiểu Thái, Kiểu Trung Á","Bữa sáng, Bữa trưa, Bữa tối, Đồ uống","5,0 ",1 đánh giá
Quán Nhậu Xích Lô, Đã được xác nhận,"Lô 114-117 Đường Trần Hưng Đạo, Đà Nẵng 59000 Việt Nam",+84 93 556 78 99,75.000 ₫ - 300.000 ₫,Kiểu Việt,"Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","5,0 ",1 đánh giá
Hải Sản Cô Ba, Chưa được xác nhận,"254 Hoàng Diệu, Đà Nẵng Việt Nam",+84 90 596 50 58,"Nhà hàng bán bia, Hải sản, Kiểu Á, Thịt nướng, Quán rượu, Kiểu Việt","Bữa trưa, Bữa tối, Bữa nửa buổi","Giao hàng, Cửa hàng bán thức ăn mang về, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Tivi, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Wifi miễn phí, Phong cách gia đình","5,0 ",1 đánh giá
Lẩu Sâm & Salad Dinh Dưỡng PLUS+, Đã được xác nhận,"361 Nguyễn Tất Thành, Đà Nẵng 50000 Việt Nam",+84 97 110 13 36,50.000 ₫ - 299.000 ₫,Kiểu Pháp,"Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Roadhouse, Đã được xác nhận,"203 Le Quang Dao, Đà Nẵng 55000 Việt Nam",+84 94 921 66 94,"Kiểu Mỹ, Kiểu Ý","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","Giao hàng, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Chỉ chấp nhận tiền mặt","5,0 ",1 đánh giá
Nhà Hàng Hai Gang, Đã được xác nhận,"8 Vo Nguyen Giap Street, Khue My Ward Crowne Plaza Danang, Đà Nẵng 550000 Việt Nam",+84 78 660 1272,200.000 ₫ - 800.000 ₫,"Kiểu Trung Quốc, Kiểu Á","Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","5,0 ",1 đánh giá
Syrena Restaurant, Chưa được xác nhận,"My Khe Beach - 1C, 1D Vo Nguyen Giap Street - Son Tra District - Da Nang City - Vietnam, Đà Nẵng 59000 Việt Nam",+84 93 519 15 85,"Hải sản, Kiểu Âu, Kiểu Á","Bữa sáng, Bữa trưa, Bữa tối","Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn","3,5 ",34 đánh giá
Lươn Xứ Nghệ Dì Mai, Đã được xác nhận,"149 Châu Thị Vĩnh Tế Bắc Phú Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 91 781 03 59,813.953.472 ₫ - 1.162.790.656 ₫,"Cà phê, Hải sản, Cửa hàng thức ăn ngon, Kiểu Việt, Súp","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Reginae Kitchen, Đã được xác nhận,"35 Chế Lan Viên Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 90 832 40 58,"Kiểu Á, Quốc tế, Món kết hợp, Kiểu Việt, Tốt cho sức khỏe","Bữa tối, Đêm muộn, Đồ uống","Đặt chỗ, Ngồi ngoài trời, Bữa ăn tự chọn, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Dịch vụ bàn, Nhạc sống, Sân chơi, Cho phép chó","5,0 ",1 đánh giá
Phở An Nam, Đã được xác nhận,"42 Trần Văn Trứ, Đà Nẵng 550000 Việt Nam",+84 90 555 00 60,45 ₫ - 100 ₫,"Bữa sáng, Bữa trưa, Bữa nửa buổi","Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Bãi đỗ xe đường phố, Đỗ xe có người coi, Quầy bar đầy đủ, Wifi miễn phí, Dịch vụ mua hàng trực tiếp trên xe, Phong cách gia đình, Nhà hàng không hút thuốc","5,0 ",1 đánh giá
Hải Sản Sông Hàn, Đã được xác nhận,"401 Trần Hưng Đạo An Hải Tây, Đà Nẵng 550000 Việt Nam",+84 90 539 45 43,50.000 ₫ - 500.000 ₫,"Hải sản, Đồ nướng, Kiểu Thái","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","5,0 ",1 đánh giá
Santori Café, Đã được xác nhận,"Lô 33 Trần Bạch Đằng, My An, Đà Nẵng 550000 Việt Nam",+84 90 557 83 24,69.767 ₫ - 116.279 ₫,"Kiểu Mỹ, Cà phê, Cửa hàng thức ăn ngon, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Nem Nướng Thanh Hà, Đã được xác nhận,"K96/146 Điện Biên Phủ Chính Gián, Thanh Khê, Đà Nẵng 550000 Việt Nam",+84 90 728 11 96,"Kiểu Mỹ, Kiểu Thái, Kiểu Việt","Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","Giao hàng, Chỗ ngồi, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Phong cách gia đình","5,0 ",1 đánh giá
Quán Ngon - Bò Né - Beefsteak, Đã được xác nhận,"368 Đống Đa Hải Châu, Đà Nẵng 550000 Việt Nam",+84 93 534 11 23,35.000 ₫ - 110.000 ₫,"Kiểu Trung Quốc, Kiểu Mỹ, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Belanga Bay Restaurant, Đã được xác nhận,"01 Lê Văn Duyệt Danang Golden Bay Hotel, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000 Việt Nam",+84 236 3878 999,80.000 ₫ - 600.000 ₫,"Kiểu Á, Kiểu Malaysia","Bữa trưa, Bữa tối","4,0 ",2 đánh giá
Sun Ocean Cafe & Restaurant, Đã được xác nhận,"71-73-75 Nguyen Tat Thanh Street, Đà Nẵng 550000 Việt Nam",+84 236 3538 388,"Kiểu Ý, Kiểu Trung Quốc, Cà phê, Hải sản, Đồ ăn nhanh, Kiểu Á, Kiểu Việt, Kiểu Bữa tối",Phù hợp với người ăn chay,"Bữa sáng, Bữa trưa, Bữa tối","3,5 ",11 đánh giá
Anh Kim Quán, Chưa được xác nhận,"272 Nguyễn Công Trứ, Đà Nẵng 550000 Việt Nam",+84 38 735 1080,55.000 ₫ - 320.000 ₫,"Đồ ăn nhanh, Kiểu Á, Kiểu Hàn Quốc, Cửa hàng thức ăn ngon, Quán rượu, Quán rượu đặc sản","Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Tổ iKafé, Đã được xác nhận,"357 Nguyễn Tất Thành Giao giữa đường Bắc Đẩu và Nguyễn Tất Thành, Đà Nẵng 550000 Việt Nam",+(84)763786557,18.000 ₫ - 50.000 ₫,Cà phê,"Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Lavender BBQ & Coffee, Đã được xác nhận,"200 Đường 2/9 Hải Châu, Đà Nẵng 550000 Việt Nam",+84 236 3617 617,2 ₫ - 6 ₫,"Cà phê, Đồ nướng, Thịt nướng, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Đồ uống","4,0 ",2 đánh giá
A Bin Seafood, Đã được xác nhận,"78 Hoàng Kế Viêm Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 93 580 85 96,69 ₫ - 200 ₫,"Hải sản, Đồ ăn nhanh, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Nhà hàng bia","Bữa trưa, Bữa tối, Đồ uống","5,0 ",1 đánh giá
Rooftop Bar Libre, Đã được xác nhận,"79 Luong Huu Khanh, Son Tra, Đà Nẵng 550000 Việt Nam",+84 89 820 70 43,100.000 ₫ - 200.000 ₫,"Quầy bar, Quán rượu",Bữa tối,"5,0 ",1 đánh giá
Phở Cồ Cử Hà Nội, Đã được xác nhận,"05 Ngô Quyền, Đà Nẵng 550000 Việt Nam",+84 90 350 64 56,20.000 ₫ - 50.000 ₫,"Kiểu Trung Quốc, Kiểu Á, Kiểu Hàn Quốc, Kiểu Việt, Kiểu Latvia, Kiểu Đông Âu","Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
La Bàn Seafood & Beer, Đã được xác nhận,"Lô A57,58 Trần Văn Trứ Phường Bình Thuận, Quận Hải Châu, Đà Nẵng 550000 Việt Nam",+84 90 579 99 49,29.000 ₫ - 299.000 ₫,"Hải sản, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Đồ uống","5,0 ",1 đánh giá
Hun Khói, Đã được xác nhận,"11 Nguyễn Hoàng Gần Big C, Đà Nẵng 550000 Việt Nam",+84 90 633 59 92,40.000 ₫ - 150.000 ₫,"Kiểu Trung Quốc, Hải sản, Đồ nướng, Cửa hàng thức ăn ngon, Kiểu Việt","Bữa trưa, Bữa tối","3,5 ",9 đánh giá
Cha Chang Đà Nẵng, Chưa được xác nhận,"72 Thái Phiên Hải Châu, Đà Nẵng 550000 Việt Nam",+84 39 396 2688,50.000 ₫ - 100.000 ₫,"Kiểu Á, Kiểu Hàn Quốc","Bữa sáng, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Hoa Lúa Chay, Đã được xác nhận,"Lô 1 - A2, Đường Đảo Xanh 3 Khu Đảo Xanh, Hòa Cường Bắc, Hải Châu, Đà Nẵng 550000 Việt Nam",+84 236 3639 789,50.000 ₫ - 150.000 ₫,Cửa hàng thức ăn ngon,"Bữa sáng, Bữa trưa, Bữa tối","4,0 ",2 đánh giá
Umamiya, Đã được xác nhận,Đà Nẵng 550000 Việt Nam,+84 8 3331 4265,30.000 ₫ - 100.000 ₫,Kiểu Nhật,"Bữa tối, Đêm muộn","5,0 ",1 đánh giá
Cơm Huế Như, Đã được xác nhận,"17 Ngô Gia Tự Hải Châu, Đà Nẵng 550000 Việt Nam",+84 94 384 12 46,Cửa hàng thức ăn ngon,"Bữa trưa, Bữa tối","Giao hàng, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Bữa ăn tự chọn, Chỗ ngồi, Đỗ xe có người coi, Bãi đỗ xe tập trung miễn phí, Wifi miễn phí","5,0 ",1 đánh giá
Ton Nu Quan, Đã được xác nhận,"266 Phan Chau Trinh Hai Chau, Đà Nẵng 55000 Việt Nam",+84 93 516 00 17,2 ₫ - 10 ₫,"Cửa hàng thức ăn ngon, Kiểu Việt, Nhà hàng bán bia, Quán rượu, Món kết hợp, Súp","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Hảo Hảo Seafood, Đã được xác nhận,"Góc Loseby - Lê Mạnh Trinh Lot 11-12-13 Le Manh Trinh, Đà Nẵng 550000 Việt Nam",+84 96 237 30 32,20.000 ₫ - 90.000 ₫,"Kiểu Trung Quốc, Nhà hàng bít tết, Hải sản, Đồ ăn nhanh, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối","3,5 ",11 đánh giá
Chau Nguyen Restaurant, Đã được xác nhận,"91 Lê Quang Đạo Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 89 822 10 96,3 ₫ - 35.000 ₫,"Đồ ăn nhanh, Cửa hàng thức ăn ngon, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","5,0 ",1 đánh giá
Tuk Tuk, Đã được xác nhận,"18 Dương Thị Xuân Quý Mỹ An, Đà Nẵng 550000 Việt Nam",+84 93 198 76 72,20.000 ₫ - 50.000 ₫,"Cà phê, Hải sản, Cửa hàng thức ăn ngon, Kiểu Việt","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi","5,0 ",1 đánh giá
The Thai Cuisine, Đã được xác nhận,"Lô A26, Đường 2 Tháng 9 Hải Châu, Đà Nẵng 550000 Việt Nam",+(84)0776787799,35.000 ₫ - 299.000 ₫,Kiểu Thái,"Bữa trưa, Bữa tối, Đồ uống","3,5 ",4 đánh giá
Grill Garden Đà Nẵng, Đã được xác nhận,"60 Nguyễn Chí Thanh Quận Hải Châu, Đà Nẵng Việt Nam",+84 88 899 90 19,116.279 ₫ - 232.558 ₫,"Hải sản, Đồ nướng, Kiểu Á, Kiểu Bữa tối","Bữa nửa buổi, Đồ uống, Bữa trưa, Bữa tối","5,0 ",1 đánh giá
Dope Beer, Đã được xác nhận,"35 đường 30 tháng 4, Đà Nẵng 550000 Việt Nam",+84 93 243 77 77,"Quán bar phục vụ đồ ăn, Nhà hàng bia, Bản địa","Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","Bữa ăn tự chọn, Ăn tối phòng riêng, Chỗ ngồi, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Dịch vụ bàn, Nhạc sống","5,0 ",1 đánh giá
Shin Sushi, Chưa được xác nhận,"69 Thái Phiên, Phước Ninh, Hải Châu, Đà Nẵng 55000, Đà Nẵng 550000 Việt Nam",+84 90 483 87 76,"Sushi, Phong cách ẩm thực Fusion Nhật Bản","Bữa trưa, Bữa tối, Đồ uống","Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Bữa ăn tự chọn, Chỗ ngồi, Bãi đỗ xe đường phố, Bãi đỗ xe có vé, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng, Phong cách gia đình","5,0 ",1 đánh giá
Sunset Restaurant & Wine Bar, Đã được xác nhận,"122A 2 Tháng 9 Bình Thuận, Hải Châu, Đà Nẵng 550000 Việt Nam",+84 90 557 71 86,500 ₫ - 1.000 ₫,"Hải sản, Đồ nướng, Quầy rượu vang, Súp","Bữa trưa, Bữa tối, Đêm muộn, Đồ uống","3,5 ",3 đánh giá
Per Korean Food, Đã được xác nhận,"10 Phạm Tu . An Hải Bắc .Sơn Trà Cách bãi biễn Mỹ Khê tầm 300m, Đà Nẵng 550000 Việt Nam",+84 795 759 779,"Hải sản, Kiểu Á, Kiểu Hàn Quốc, Kiểu Anh, Cửa hàng thức ăn ngon","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Bữa ăn tự chọn, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Đỗ xe có người coi, Bãi đỗ xe tập trung miễn phí, Tivi, Có ghế ăn cho bé, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Bãi biển, Sân chơi, Cho phép chó, Phong cách gia đình, Có thẻ quà tặng","5,0 ",1 đánh giá
Nhop Nhep Hotpot & Barbecue, Đã được xác nhận,"343 Phan Châu Trinh, Đà Nẵng 550000 Việt Nam",+84 90 325 24 25,65.000 ₫ - 150.000 ₫,"Kiểu Á, Kiểu Thái, Kiểu Hàn Quốc, Thịt nướng, Kiểu Việt, Kiểu Bữa tối",Bữa tối,"3,5 ",4 đánh giá
Breadzone, Đã được xác nhận,"129 Hoàng Hoa Thám - Hải Châu, Đà Nẵng 550000 Việt Nam",+84 93 248 64 85,"Đồ ăn nhanh, Thức ăn đường phố","Bữa tối, Bữa nửa buổi, Bữa sáng","Giao hàng, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng","4,0 ",2 đánh giá
Nhà hàng Gogi House, Chưa được xác nhận,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà L4-19+20 TTTM Vincom, Đà Nẵng 550000 Việt Nam",+84 511-3 616 359,"Đồ nướng, Kiểu Á, Kiểu Hàn Quốc",Bữa tối,"Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn, Có ghế ăn cho bé","3,0 ",55 đánh giá
Mei Li Dim Sum Kitchen, Đã được xác nhận,"Trường Sa Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 236 3968 686,100.000 ₫ - 250.000 ₫,Kiểu Trung Quốc,"Bữa trưa, Bữa tối","3,5 ",4 đánh giá
Merry Beer Club, Đã được xác nhận,"346 Trần Hưng Đạo, An Hai Tay, Đà Nẵng 550000 Việt Nam",+84 93 197 16 16,100.000 ₫ - 10.000.000 ₫,"Kiểu Âu, Quầy rượu vang, Nhà hàng bia, Kiểu Á, Quán bar phục vụ đồ ăn",Bữa tối,"4,0 ",1 đánh giá
Brasserie Nam, Đã được xác nhận,"50 Bạch Đằng Hải Châu, Đà Nẵng 550000 Việt Nam",+84 236 3874 000,70.000 ₫ - 900.000 ₫,"Quốc tế, Kiểu Á, Kiểu Việt, Kiểu Địa Trung Hải","Bữa sáng, Bữa trưa, Bữa tối, Đồ uống","4,0 ",1 đánh giá
The Sail, Đã được xác nhận,"50 Bạch Đằng Hải Châu, Đà Nẵng 550000 Việt Nam",+84 236 3874 000,100.000 ₫ - 1.000.000 ₫,"Quốc tế, Kiểu Địa Trung Hải, Kiểu Việt","Bữa tối, Đêm muộn, Đồ uống","4,0 ",1 đánh giá
Utopia Rooftop bar, Chưa được xác nhận,"01 Le Quang Dao, Đà Nẵng 550000 Việt Nam",+84 236 3565 895,10.000 ₫ - 55.000 ₫,"Quầy bar, Quán rượu","Bữa sáng, Bữa trưa","4,0 ",1 đánh giá
Tanuki, Đã được xác nhận,"Trường Sa Cocobay, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 236 3954 666,200.000 ₫ - 300.000 ₫,Kiểu Nhật,"Bữa trưa, Bữa tối","3,0 ",5 đánh giá
Ngoc Lan Restaurant and Hotel, Đã được xác nhận,"64-66 Nguyễn Xuân Khoát Ngọc Lan Hotel, Quân Sơn Trà, Đà Nẵng 550000 Việt Nam",+84 98 385 99 91,2 ₫ - 5.000.000 ₫,"Kiểu Việt, Kiểu Trung Quốc, Cà phê, Hải sản, Cửa hàng thức ăn ngon","Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","4,0 ",1 đánh giá
Haian MK Seafood Buffet Restaurant, Đã được xác nhận,"278 Võ Nguyên Giáp Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 90 669 05 00,1.162.791 ₫ - 1.395.349 ₫,"Kiểu Nhật, Kiểu Á, Kiểu Hàn Quốc, Kiểu Việt, Kiểu Âu",Bữa tối,"3,5 ",3 đánh giá
Cococita, Đã được xác nhận,"Đường Trường Sa Cocobay, Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",+84 236 3954 666,29.000 ₫ - 270.000 ₫,"Kiểu Mexico, Kiểu La tinh, Kiểu Tây Ban Nha","Bữa trưa, Bữa tối","3,0 ",5 đánh giá
Nhà Hàng & Bia 4U_Boutique, Đã được xác nhận,"16 Thái Phiên Phường Phước Ninh, Quận Hải Châu, Đà Nẵng 550000 Việt Nam",+84 90 551 06 68,9 ₫ - 10.000 ₫,"Kiểu Âu, Kiểu Việt, Kiểu Trung Á, Hải sản","Bữa sáng, Bữa trưa, Bữa tối, Đồ uống","3,0 ",14 đánh giá
Nhà hàng Tuyên Sơn, Đã được xác nhận,"34-40 An Tư Công Chúa, P.Mỹ An , Q.Ngũ Hành Sơn, Đà Nẵng Việt Nam",+84 511 3943 678,69.767 ₫ - 2.325.581 ₫,"Kiểu Trung Quốc, Kiểu Âu, Kiểu Á, Kiểu Thái","Bữa sáng, Bữa trưa, Bữa tối","3,0 ",5 đánh giá
